0.000000	0.000000	0.000000
-0.060882	-0.105450	0.000000
0.105450	-0.060882	0.000000
0.060882	0.105450	0.000000
-0.105450	0.060882	0.000000
0.142780	0.247300	0.000000
-0.104330	0.265820	0.000000
-0.272880	0.084171	0.000000
-0.235940	-0.160860	0.000000
-0.021340	-0.284760	0.000000
0.209330	-0.194230	0.000000
0.282370	0.042561	0.000000
-0.177500	0.307440	0.000000
-0.307440	0.177500	0.000000
-0.355000	0.000000	0.000000
-0.307440	-0.177500	0.000000
-0.177500	-0.307440	0.000000
0.000000	-0.355000	0.000000
0.177500	-0.307440	0.000000
0.307440	-0.177500	0.000000
0.355000	0.000000	0.000000
0.307440	0.177500	0.000000
0.177500	0.307440	0.000000
0.000000	0.355000	0.000000
